# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-O" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/3126.1.all.q/genomes/tb927_6/tb927_6.gtf" "-o" "/tmp/3126.1.all.q/P1C/counts.txt" "/tmp/3126.1.all.q/P1C/P1Csorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/3126.1.all.q/P1C/P1Csorted.bam
KS17gene_2317a	Tb927_09_v5.1	1028921	1029254	+	334	619
KS17gene_7466a	Tb927_10_v5.1	1438816	1439132	-	317	626
KS17gene_1778a	Tb927_08_v5.1	913813	914307	+	495	1139
KS17gene_2331a	Tb927_09_v5.1	1067339	1068189	+	851	2477
KS17gene_3731a	Tb927_11_v5.1	1664078	1665095	+	1018	2120
KS17gene_4860a	Tb927_03_v5.1	453160	453391	-	232	113
KS17gene_7460a	Tb927_10_v5.1	1450137	1450402	-	266	745
KS17gene_1430a	Tb927_07_v5.1	768030	769471	+	1442	3200
KS17gene_3736a	Tb927_11_v5.1	1674121	1675166	+	1046	1064
KS17gene_1779a	Tb927_08_v5.1	914425	915478	+	1054	5040
KS17gene_1431a	Tb927_07_v5.1	769603	769863	+	261	588
KS17gene_3285a	Tb927_11_bin_v5.1	3841907	3848272	+	6366	7693
KS17gene_8328a	Tb927_11_v5.1	1684681	1685078	-	398	335
KS17gene_266a	Tb927_02_v5.1	353703	353831	+	129	917
KS17gene_1781a	Tb927_08_v5.1	916458	916930	+	473	1261
KS17gene_8586a	tryp_X-448g06.q1c	28713	30116	-	1404	3265
KS17gene_719a	Tb927_04_v5.1	724214	725337	+	1124	16629
KS17gene_4857a	Tb927_03_v5.1	457115	457269	-	155	91
KS17gene_1790a	Tb927_08_v5.1	939631	940709	+	1079	17185
KS17gene_1793a	Tb927_08_v5.1	945614	945855	+	242	296
KS17gene_720a	Tb927_04_v5.1	725561	725890	+	330	132
KS17gene_8326a	Tb927_11_v5.1	1689881	1690876	-	996	3045
KS17gene_5728a	Tb927_06_v5.1	538216	538362	-	147	120
KS17gene_1799a	Tb927_08_v5.1	962801	962914	+	114	241
KS17gene_8310a	Tb927_11_v5.1	1728581	1728902	-	322	373
KS17gene_1810a	Tb927_08_v5.1	1002979	1003638	+	660	1723
KS17gene_1433a	Tb927_07_v5.1	774253	774601	+	349	904
KS17gene_8303a	Tb927_11_v5.1	1741694	1742257	-	564	2380
KS17gene_2332a	Tb927_09_v5.1	1068298	1068693	+	396	453
KS17gene_1814a	Tb927_08_v5.1	1009977	1010174	+	198	347
KS17gene_8300a	Tb927_11_v5.1	1748017	1748401	-	385	479
KS17gene_1816a	Tb927_08_v5.1	1015113	1016045	+	933	1476
KS17gene_1435a	Tb927_07_v5.1	778766	779019	+	254	1190
KS17gene_269a	Tb927_02_v5.1	356526	356826	+	301	889
KS17gene_3283a	Tb927_11_bin_v5.1	3652603	3654531	+	1929	3757
KS17gene_7452a	Tb927_10_v5.1	1485639	1485819	-	181	252
KS17gene_1437a	Tb927_07_v5.1	780873	781053	+	181	202
KS17gene_1438a	Tb927_07_v5.1	785110	786063	+	954	4233
KS17gene_1440a	Tb927_07_v5.1	790603	791947	+	1345	3218
KS17gene_5487a	Tb927_05_v5.1	534381	534712	-	332	861
KS17gene_270a	Tb927_02_v5.1	356951	358518	+	1568	611
KS17gene_8582a	tryp_IXb-314f06.q1c	5295	10057	-	4763	7856
KS17gene_722a	Tb927_04_v5.1	730635	730988	+	354	374
KS17gene_1443a	Tb927_07_v5.1	796618	796914	+	297	492
KS17gene_1444a	Tb927_07_v5.1	797039	797262	+	224	726
KS17gene_73a	Tb927_01_v5.1	488672	488826	+	155	250
KS17gene_8297a	Tb927_11_v5.1	1755586	1755857	-	272	345
KS17gene_1821a	Tb927_08_v5.1	1031242	1032263	+	1022	9073
KS17gene_7646a	Tb927_11_bin_v5.1	3539973	3540547	-	575	4641
KS17gene_1824a	Tb927_08_v5.1	1035748	1036728	+	981	2251
KS17gene_2334a	Tb927_09_v5.1	1071358	1071834	+	477	1112
KS17gene_731a	Tb927_04_v5.1	751681	752191	+	511	485
KS17gene_2335a	Tb927_09_v5.1	1071943	1072599	+	657	878
KS17gene_7451a	Tb927_10_v5.1	1485652	1486032	-	381	635
KS17gene_4850a	Tb927_03_v5.1	471928	472565	-	638	2499
KS17gene_4587a	Tb927_02_v5.1	394520	396024	-	1505	3520
KS17gene_4586a	Tb927_02_v5.1	396132	396340	-	209	383
KS17gene_6078a	Tb927_07_v5.1	846924	847285	-	362	613
KS17gene_75a	Tb927_01_v5.1	492770	493316	+	547	1850
KS17gene_2336a	Tb927_09_v5.1	1076075	1076805	+	731	2224
KS17gene_5719a	Tb927_06_v5.1	550748	550841	-	94	58
KS17gene_8296a	Tb927_11_v5.1	1759690	1759908	-	219	356
KS17gene_8291a	Tb927_11_v5.1	1774137	1775796	-	1660	6617
KS17gene_7445a	Tb927_10_v5.1	1573081	1573526	-	446	939
KS17gene_5716a	Tb927_06_v5.1	555097	555833	-	737	1363
KS17gene_8290a	Tb927_11_v5.1	1775922	1776592	-	671	1196
KS17gene_8288a	Tb927_11_v5.1	1778346	1781137	-	2792	1665
KS17gene_8287a	Tb927_11_v5.1	1781268	1782074	-	807	214
KS17gene_5706a	Tb927_06_v5.1	581394	581519	-	126	237
KS17gene_8282a	Tb927_11_v5.1	1790353	1790490	-	138	149
KS17gene_846a	Tb927_05_v5.1	560280	562138	+	1859	2271
KS17gene_4585a	Tb927_02_v5.1	397988	398424	-	437	560
KS17gene_2338a	Tb927_09_v5.1	1083043	1084325	+	1283	3397
KS17gene_735a	Tb927_04_v5.1	757924	758101	+	178	659
KS17gene_7442a	Tb927_10_v5.1	1578967	1579508	-	542	1626
KS17gene_8281a	Tb927_11_v5.1	1797492	1797708	-	217	1015
KS17gene_6076a	Tb927_07_v5.1	848927	849567	-	641	2780
KS17gene_7435a	Tb927_10_v5.1	1623399	1624565	-	1167	3544
KS17gene_79a	Tb927_01_v5.1	511303	511592	+	290	1281
KS17gene_6398a	Tb927_08_v5.1	1057152	1057363	-	212	3950
KS17gene_738a	Tb927_04_v5.1	767676	767929	+	254	866
KS17gene_741a	Tb927_04_v5.1	773821	774559	+	739	2392
KS17gene_8278a	Tb927_11_v5.1	1802182	1802347	-	166	547
KS17gene_80a	Tb927_01_v5.1	512909	513130	+	222	554
KS17gene_8275a	Tb927_11_v5.1	1812178	1813093	-	916	5307
KS17gene_8274a	Tb927_11_v5.1	1817960	1818861	-	902	6874
KS17gene_5699a	Tb927_06_v5.1	595843	596182	-	340	619
KS17gene_4584a	Tb927_02_v5.1	402003	402324	-	322	493
KS17gene_4582a	Tb927_02_v5.1	402456	403074	-	619	749
KS17gene_5698a	Tb927_06_v5.1	596323	597340	-	1018	3123
KS17gene_4570a	Tb927_02_v5.1	431964	432024	-	61	80
KS17gene_848a	Tb927_05_v5.1	563347	564867	+	1521	2256
KS17gene_4567a	Tb927_02_v5.1	448432	449874	-	1443	611
KS17gene_81a	Tb927_01_v5.1	513278	513745	+	468	2218
KS17gene_850a	Tb927_05_v5.1	567636	568037	+	402	945
KS17gene_5695a	Tb927_06_v5.1	606780	606920	-	141	93
KS17gene_6071a	Tb927_07_v5.1	856618	857105	-	488	646
KS17gene_6397a	Tb927_08_v5.1	1066435	1067745	-	1311	3096
KS17gene_8273a	Tb927_11_v5.1	1819061	1819950	-	890	8355
KS17gene_6396a	Tb927_08_v5.1	1071796	1071969	-	174	291
KS17gene_2341a	Tb927_09_v5.1	1087931	1088271	+	341	461
KS17gene_7434a	Tb927_10_v5.1	1624703	1625792	-	1090	3166
KS17gene_5679a	Tb927_06_v5.1	640832	641365	-	534	1449
KS17gene_2345a	Tb927_09_v5.1	1100509	1103009	+	2501	3927
KS17gene_6395a	Tb927_08_v5.1	1072085	1072892	-	808	1878
KS17gene_747a	Tb927_04_v5.1	829432	829627	+	196	425
KS17gene_2879a	Tb927_10_v5.1	1659042	1659740	+	699	2965
KS17gene_8269a	Tb927_11_v5.1	1829950	1830102	-	153	217
KS17gene_2881a	Tb927_10_v5.1	1664574	1664692	+	119	202
KS17gene_2349a	Tb927_09_v5.1	1108650	1111304	+	2655	2008
KS17gene_6070a	Tb927_07_v5.1	857271	857861	-	591	2921
KS17gene_8264a	Tb927_11_v5.1	1836126	1836313	-	188	185
KS17gene_5675a	Tb927_06_v5.1	649444	649786	-	343	756
KS17gene_4847a	Tb927_03_v5.1	476128	476430	-	303	3197
KS17gene_2352a	Tb927_09_v5.1	1123846	1124309	+	464	1818
KS17gene_2888a	Tb927_10_v5.1	1682451	1683230	+	780	1008
KS17gene_2899a	Tb927_10_v5.1	1720070	1720169	+	100	56
KS17gene_4566a	Tb927_02_v5.1	456403	456651	-	249	40
KS17gene_6062a	Tb927_07_v5.1	887422	888439	-	1018	3193
KS17gene_2901a	Tb927_10_v5.1	1724010	1724451	+	442	509
KS17gene_8261a	Tb927_11_v5.1	1840495	1840821	-	327	224
KS17gene_7433a	Tb927_10_v5.1	1804584	1804862	-	279	4
KS17gene_4558a	Tb927_02_v5.1	479856	480378	-	523	464
KS17gene_2353a	Tb927_09_v5.1	1124258	1124912	+	655	3179
KS17gene_6391a	Tb927_08_v5.1	1082044	1082506	-	463	380
KS17gene_5671a	Tb927_06_v5.1	658242	658396	-	155	185
KS17gene_8254a	Tb927_11_v5.1	1855258	1861331	-	6074	4778
KS17gene_8249a	Tb927_11_v5.1	1873591	1874778	-	1188	4440
KS17gene_4841a	Tb927_03_v5.1	491957	492278	-	322	334
KS17gene_3275a	Tb927_11_bin_v5.1	3380740	3380892	+	153	47
KS17gene_7424a	Tb927_10_v5.1	1844515	1844902	-	388	644
KS17gene_7650a	Tb927_11_bin_v5.1	3292598	3293440	-	843	2136
KS17gene_5670a	Tb927_06_v5.1	658615	659105	-	491	618
KS17gene_4551a	Tb927_02_v5.1	496592	497305	-	714	821
KS17gene_2363a	Tb927_09_v5.1	1138330	1138542	+	213	273
KS17gene_8589a	tryp_X-448g06.q1c	22590	24410	-	1821	6016
KS17gene_6389a	Tb927_08_v5.1	1084173	1084578	-	406	417
KS17gene_7651a	Tb927_11_bin_v5.1	3285266	3285579	-	314	159
KS17gene_855a	Tb927_05_v5.1	574326	574650	+	325	436
KS17gene_749a	Tb927_04_v5.1	834491	834862	+	372	600
KS17gene_4836a	Tb927_03_v5.1	512143	512647	-	505	1105
KS17gene_7423a	Tb927_10_v5.1	1845195	1845705	-	511	967
KS17gene_7417a	Tb927_10_v5.1	1857760	1857994	-	235	342
KS17gene_4546a	Tb927_02_v5.1	504716	504900	-	185	282
KS17gene_5667a	Tb927_06_v5.1	668979	669173	-	195	96
KS17gene_5666a	Tb927_06_v5.1	669082	669504	-	423	629
KS17gene_8248a	Tb927_11_v5.1	1874938	1875192	-	255	696
KS17gene_4360a	TP26M21-2a10.p1k	35060	37486	-	2427	1428
KS17gene_4545a	Tb927_02_v5.1	505028	506106	-	1079	2264
KS17gene_86a	Tb927_01_v5.1	527593	530884	+	3292	2670
KS17gene_8242a	Tb927_11_v5.1	1890587	1891533	-	947	2389
KS17gene_7652a	Tb927_11_bin_v5.1	3195331	3195742	-	412	848
KS17gene_7397a	Tb927_10_v5.1	1898768	1899736	-	969	2691
KS17gene_4827a	Tb927_03_v5.1	527448	527574	-	127	286
KS17gene_6056a	Tb927_07_v5.1	895957	896780	-	824	1255
KS17gene_5147a	Tb927_04_v5.1	864847	864985	-	139	206
KS17gene_7654a	Tb927_11_bin_v5.1	3027109	3037771	-	10663	8306
KS17gene_7655a	Tb927_11_bin_v5.1	2996303	2996349	-	47	271
KS17gene_2371a	Tb927_09_v5.1	1153107	1154093	+	987	3926
KS17gene_6384a	Tb927_08_v5.1	1099103	1099281	-	179	604
KS17gene_3271a	Tb927_11_bin_v5.1	2926621	2942562	+	15942	42784
KS17gene_4825a	Tb927_03_v5.1	528349	528495	-	147	127
KS17gene_6048a	Tb927_07_v5.1	912298	912948	-	651	2398
KS17gene_8230a	Tb927_11_v5.1	1919658	1920699	-	1042	2727
KS17gene_7392a	Tb927_10_v5.1	1910372	1910463	-	92	248
KS17gene_4817a	Tb927_03_v5.1	554303	555353	-	1051	1964
KS17gene_8224a	Tb927_11_v5.1	1936663	1936899	-	237	1539
KS17gene_8212a	Tb927_11_v5.1	1975973	1976512	-	540	379
KS17gene_6046a	Tb927_07_v5.1	914383	914884	-	502	1041
KS17gene_4814a	Tb927_03_v5.1	559390	560058	-	669	1801
KS17gene_6037a	Tb927_07_v5.1	943116	943545	-	430	1004
KS17gene_3270a	Tb927_11_bin_v5.1	2926412	2926620	+	209	125
KS17gene_8211a	Tb927_11_v5.1	1976689	1976934	-	246	122
KS17gene_8200a	Tb927_11_v5.1	1990345	1990840	-	496	795
KS17gene_8195a	Tb927_11_v5.1	2000038	2000171	-	134	264
KS17gene_2374a	Tb927_09_v5.1	1155746	1156343	+	598	703
KS17gene_3743a	Tb927_11_v5.1	2072201	2072902	+	702	9382
KS17gene_6035a	Tb927_07_v5.1	946797	947690	-	894	2805
KS17gene_5146a	Tb927_04_v5.1	867457	868212	-	756	3894
KS17gene_862a	Tb927_05_v5.1	597525	597667	+	143	429
KS17gene_3746a	Tb927_11_v5.1	2077151	2077652	+	502	1464
KS17gene_5145a	Tb927_04_v5.1	871742	871848	-	107	24
KS17gene_87a	Tb927_01_v5.1	530999	531408	+	410	589
KS17gene_455a	Tb927_03_v5.1	596424	597433	+	1010	2416
KS17gene_7386a	Tb927_10_v5.1	1931610	1932354	-	745	4540
KS17gene_6383a	Tb927_08_v5.1	1099149	1100024	-	876	5579
KS17gene_3748a	Tb927_11_v5.1	2080940	2081344	+	405	3202
KS17gene_6031a	Tb927_07_v5.1	954356	954635	-	280	116
KS17gene_6381a	Tb927_08_v5.1	1102972	1103829	-	858	2422
KS17gene_276a	Tb927_02_v5.1	538980	539923	+	944	1067
KS17gene_3751a	Tb927_11_v5.1	2086918	2087647	+	730	1731
KS17gene_277a	Tb927_02_v5.1	540022	540958	+	937	1552
KS17gene_6379a	Tb927_08_v5.1	1114962	1115142	-	181	373
KS17gene_7381a	Tb927_10_v5.1	1945248	1945621	-	374	1325
KS17gene_5656a	Tb927_06_v5.1	681589	681749	-	161	522
KS17gene_6023a	Tb927_07_v5.1	968139	970579	-	2441	4580
KS17gene_6022a	Tb927_07_v5.1	977798	978245	-	448	2972
KS17gene_2385a	Tb927_09_v5.1	1178431	1179653	+	1223	3628
KS17gene_6372a	Tb927_08_v5.1	1125823	1126193	-	371	406
KS17gene_864a	Tb927_05_v5.1	599610	599918	+	309	975
KS17gene_6368a	Tb927_08_v5.1	1130989	1131277	-	289	402
KS17gene_5655a	Tb927_06_v5.1	681603	682210	-	608	1751
KS17gene_469a	Tb927_03_v5.1	622112	622242	+	131	753
KS17gene_5653a	Tb927_06_v5.1	683373	683878	-	506	995
KS17gene_870a	Tb927_05_v5.1	614345	614474	+	130	1363
KS17gene_5133a	Tb927_04_v5.1	897374	897555	-	182	987
KS17gene_6881a	Tb927_09_v5.1	1185745	1187115	-	1371	803
KS17gene_5125a	Tb927_04_v5.1	911225	911451	-	227	825
KS17gene_8180a	Tb927_11_v5.1	2128317	2128816	-	500	1597
KS17gene_8178a	Tb927_11_v5.1	2130328	2130567	-	240	598
KS17gene_8176a	Tb927_11_v5.1	2133433	2133822	-	390	582
KS17gene_871a	Tb927_05_v5.1	614540	614778	+	239	1600
KS17gene_875a	Tb927_05_v5.1	621629	622065	+	437	1998
KS17gene_6877a	Tb927_09_v5.1	1223320	1224064	-	745	661
KS17gene_5651a	Tb927_06_v5.1	685925	686101	-	177	154
KS17gene_471a	Tb927_03_v5.1	624658	625006	+	349	681
KS17gene_882a	Tb927_05_v5.1	645376	646188	+	813	3017
KS17gene_6876a	Tb927_09_v5.1	1224182	1225505	-	1324	807
KS17gene_278a	Tb927_02_v5.1	541131	541197	+	67	555
KS17gene_6863a	Tb927_09_v5.1	1263987	1264297	-	311	362
KS17gene_5123a	Tb927_04_v5.1	916447	916870	-	424	2133
KS17gene_5122a	Tb927_04_v5.1	919651	920941	-	1291	4845
KS17gene_7373a	Tb927_10_v5.1	1956659	1956728	-	70	156
KS17gene_8172a	Tb927_11_v5.1	2140882	2141211	-	330	638
KS17gene_8169a	Tb927_11_v5.1	2148094	2148285	-	192	724
KS17gene_8167a	Tb927_11_v5.1	2154227	2154395	-	169	86
KS17gene_5120a	Tb927_04_v5.1	927483	928064	-	582	1277
KS17gene_6860a	Tb927_09_v5.1	1271569	1272061	-	493	1038
KS17gene_8164a	Tb927_11_v5.1	2193891	2194141	-	251	132
KS17gene_888a	Tb927_05_v5.1	658184	658592	+	409	634
KS17gene_1087a	Tb927_06_v5.1	692010	692990	+	981	1769
KS17gene_6019a	Tb927_07_v5.1	983135	984026	-	892	5601
KS17gene_893a	Tb927_05_v5.1	671001	672840	+	1840	4851
KS17gene_1088a	Tb927_06_v5.1	693105	694084	+	980	3221
KS17gene_8158a	Tb927_11_v5.1	2217617	2217788	-	172	50
KS17gene_3267a	Tb927_11_bin_v5.1	2844021	2845756	+	1736	7062
KS17gene_1103a	Tb927_06_v5.1	738926	739116	+	191	182
KS17gene_1455a	Tb927_07_v5.1	1018302	1019266	+	965	616
KS17gene_8157a	Tb927_11_v5.1	2217902	2218259	-	358	559
KS17gene_1105a	Tb927_06_v5.1	741630	742208	+	579	1325
KS17gene_5109a	Tb927_04_v5.1	945396	946044	-	649	1461
KS17gene_5108a	Tb927_04_v5.1	946150	947054	-	905	2386
KS17gene_91a	Tb927_01_v5.1	545364	545994	+	631	1625
KS17gene_7369a	Tb927_10_v5.1	1964266	1964738	-	473	4285
KS17gene_4379a	Tb927_01_v5.1	545759	545815	-	57	538
KS17gene_8152a	Tb927_11_v5.1	2224770	2225508	-	739	2371
KS17gene_6855a	Tb927_09_v5.1	1281839	1283094	-	1256	2204
KS17gene_6854a	Tb927_09_v5.1	1283211	1284842	-	1632	2324
KS17gene_7368a	Tb927_10_v5.1	1964836	1965195	-	360	3162
KS17gene_94a	Tb927_01_v5.1	551782	552971	+	1190	1685
KS17gene_3765a	Tb927_11_v5.1	2271634	2271854	+	221	338
KS17gene_3780a	Tb927_11_v5.1	2315893	2316010	+	118	153
KS17gene_6852a	Tb927_09_v5.1	1285844	1295113	-	9270	2013
KS17gene_7361a	Tb927_10_v5.1	1985807	1985893	-	87	177
KS17gene_281a	Tb927_02_v5.1	548360	548502	+	143	68
KS17gene_1108a	Tb927_06_v5.1	744253	744724	+	472	3548
KS17gene_7356a	Tb927_10_v5.1	1990991	1991752	-	762	2043
KS17gene_7353a	Tb927_10_v5.1	1997056	1997145	-	90	528
KS17gene_1457a	Tb927_07_v5.1	1020467	1021202	+	736	2087
KS17gene_1458a	Tb927_07_v5.1	1021044	1021217	+	174	347
KS17gene_3784a	Tb927_11_v5.1	2325516	2325977	+	462	1285
KS17gene_3789a	Tb927_11_v5.1	2335672	2336271	+	600	1759
KS17gene_5107a	Tb927_04_v5.1	947176	947821	-	646	1502
KS17gene_7344a	Tb927_10_v5.1	2017720	2017988	-	269	653
KS17gene_7329a	Tb927_10_v5.1	2044972	2045339	-	368	931
KS17gene_1463a	Tb927_07_v5.1	1030394	1032158	+	1765	3799
KS17gene_6850a	Tb927_09_v5.1	1316596	1318167	-	1572	3390
KS17gene_3801a	Tb927_11_v5.1	2362510	2362999	+	490	864
KS17gene_6367a	Tb927_08_v5.1	1131445	1131812	-	368	1171
KS17gene_3804a	Tb927_11_v5.1	2367461	2368011	+	551	1403
KS17gene_5106a	Tb927_04_v5.1	947936	965736	-	17801	5035
KS17gene_6359a	Tb927_08_v5.1	1172125	1172928	-	804	1312
KS17gene_3807a	Tb927_11_v5.1	2370228	2370612	+	385	68
KS17gene_2929a	Tb927_10_v5.1	2082927	2083735	+	809	3123
KS17gene_1467a	Tb927_07_v5.1	1040902	1041912	+	1011	2544
KS17gene_2934a	Tb927_10_v5.1	2123447	2123738	+	292	360
KS17gene_6846a	Tb927_09_v5.1	1324858	1325435	-	578	794
KS17gene_1468a	Tb927_07_v5.1	1043570	1046032	+	2463	5488
KS17gene_283a	Tb927_02_v5.1	550364	551131	+	768	1000
KS17gene_6341a	Tb927_08_v5.1	1245274	1245924	-	651	356
KS17gene_1469a	Tb927_07_v5.1	1046158	1046550	+	393	226
KS17gene_8579a	tryp_IXb-1c10.p1c	15859	16980	-	1122	5077
KS17gene_2941a	Tb927_10_v5.1	2143855	2144042	+	188	663
KS17gene_2943a	Tb927_10_v5.1	2147817	2148171	+	355	681
KS17gene_3810a	Tb927_11_v5.1	2403531	2404029	+	499	1853
KS17gene_3818a	Tb927_11_v5.1	2414682	2414865	+	184	345
KS17gene_3822a	Tb927_11_v5.1	2417795	2418009	+	215	483
KS17gene_3824a	Tb927_11_v5.1	2419783	2420557	+	775	2911
KS17gene_6844a	Tb927_09_v5.1	1330627	1331393	-	767	2049
KS17gene_2955a	Tb927_10_v5.1	2188415	2188516	+	102	175
KS17gene_297a	Tb927_02_v5.1	583634	584158	+	525	290
KS17gene_2958a	Tb927_10_v5.1	2195527	2195661	+	135	305
KS17gene_3825a	Tb927_11_v5.1	2420690	2421020	+	331	1326
KS17gene_895a	Tb927_05_v5.1	675141	676864	+	1724	7410
KS17gene_3826a	Tb927_11_v5.1	2422482	2422870	+	389	1250
KS17gene_6339a	Tb927_08_v5.1	1250404	1250613	-	210	1814
KS17gene_2961a	Tb927_10_v5.1	2202621	2203022	+	402	325
KS17gene_2964a	Tb927_10_v5.1	2218598	2219225	+	628	1280
KS17gene_473a	Tb927_03_v5.1	629771	629835	+	65	164
KS17gene_2975a	Tb927_10_v5.1	2253746	2254124	+	379	498
KS17gene_3841a	Tb927_11_v5.1	2461628	2462060	+	433	1633
KS17gene_6333a	Tb927_08_v5.1	1269101	1269203	-	103	363
KS17gene_474a	Tb927_03_v5.1	629961	630476	+	516	104
KS17gene_3842a	Tb927_11_v5.1	2461993	2462066	+	74	190
KS17gene_6329a	Tb927_08_v5.1	1274445	1274725	-	281	433
KS17gene_1115a	Tb927_06_v5.1	758807	758969	+	163	276
KS17gene_3848a	Tb927_11_v5.1	2479610	2479903	+	294	1470
KS17gene_896a	Tb927_05_v5.1	677014	677477	+	464	1901
KS17gene_1473a	Tb927_07_v5.1	1059609	1060237	+	629	1066
KS17gene_3854a	Tb927_11_v5.1	2489811	2489930	+	120	245
KS17gene_3855a	Tb927_11_v5.1	2490034	2490445	+	412	509
KS17gene_3865a	Tb927_11_v5.1	2518188	2518308	+	121	465
KS17gene_3874a	Tb927_11_v5.1	2544261	2544498	+	238	116
KS17gene_8123a	Tb927_11_v5.1	2596254	2596431	-	178	120
KS17gene_6325a	Tb927_08_v5.1	1284508	1285820	-	1313	15493
KS17gene_8121a	Tb927_11_v5.1	2599724	2600378	-	655	24198
KS17gene_1116a	Tb927_06_v5.1	760703	760866	+	164	419
KS17gene_4802a	Tb927_03_v5.1	648109	648801	-	693	448
KS17gene_8114a	Tb927_11_v5.1	2610063	2610244	-	182	8771
KS17gene_1475a	Tb927_07_v5.1	1061469	1062046	+	578	808
KS17gene_8109a	Tb927_11_v5.1	2617841	2618347	-	507	712
KS17gene_7659a	Tb927_11_bin_v5.1	2724160	2724829	-	670	1421
KS17gene_900a	Tb927_05_v5.1	682494	685607	+	3114	14586
KS17gene_6320a	Tb927_08_v5.1	1305341	1305802	-	462	724
KS17gene_4801a	Tb927_03_v5.1	650782	651938	-	1157	1116
KS17gene_4799a	Tb927_03_v5.1	659250	659425	-	176	191
KS17gene_6317a	Tb927_08_v5.1	1308945	1309048	-	104	104
KS17gene_6312a	Tb927_08_v5.1	1316665	1317167	-	503	2379
KS17gene_8104a	Tb927_11_v5.1	2625895	2626099	-	205	495
KS17gene_6304a	Tb927_08_v5.1	1334676	1335085	-	410	698
KS17gene_5477a	Tb927_05_v5.1	701362	702305	-	944	2026
KS17gene_8102a	Tb927_11_v5.1	2626967	2627151	-	185	532
KS17gene_1477a	Tb927_07_v5.1	1065283	1067122	+	1840	3320
KS17gene_6300a	Tb927_08_v5.1	1341211	1341410	-	200	315
KS17gene_2995a	Tb927_10_v5.1	2305772	2305928	+	157	84
KS17gene_5466a	Tb927_05_v5.1	723112	723380	-	269	931
KS17gene_6299a	Tb927_08_v5.1	1341540	1342044	-	505	1258
KS17gene_3009a	Tb927_10_v5.1	2338767	2340379	+	1613	8389
KS17gene_4795a	Tb927_03_v5.1	669199	669988	-	790	2453
KS17gene_3012a	Tb927_10_v5.1	2363946	2365284	+	1339	3352
KS17gene_1117a	Tb927_06_v5.1	760982	761396	+	415	238
KS17gene_4779a	Tb927_03_v5.1	711438	711608	-	171	344
KS17gene_1122a	Tb927_06_v5.1	768205	770049	+	1845	1621
KS17gene_8087a	Tb927_11_v5.1	2650380	2651850	-	1471	1816
KS17gene_3894a	Tb927_11_v5.1	2663190	2664385	+	1196	3680
KS17gene_6841a	Tb927_09_v5.1	1338424	1338868	-	445	1586
KS17gene_1126a	Tb927_06_v5.1	775199	777299	+	2101	4515
KS17gene_3906a	Tb927_11_v5.1	2690442	2691100	+	659	1159
KS17gene_1127a	Tb927_06_v5.1	777410	781535	+	4126	6214
KS17gene_1137a	Tb927_06_v5.1	796914	797953	+	1040	3253
KS17gene_3910a	Tb927_11_v5.1	2696315	2696442	+	128	305
KS17gene_1147a	Tb927_06_v5.1	812157	812542	+	386	353
KS17gene_4770a	Tb927_03_v5.1	743834	744043	-	210	187
KS17gene_1484a	Tb927_07_v5.1	1081265	1082354	+	1090	1192
KS17gene_6839a	Tb927_09_v5.1	1341156	1341423	-	268	653
KS17gene_5105a	Tb927_04_v5.1	965857	966310	-	454	246
KS17gene_3020a	Tb927_10_v5.1	2402899	2403071	+	173	539
KS17gene_5103a	Tb927_04_v5.1	966211	967381	-	1171	2482
KS17gene_5465a	Tb927_05_v5.1	727287	728529	-	1243	2519
KS17gene_1487a	Tb927_07_v5.1	1092957	1093284	+	328	336
KS17gene_103a	Tb927_01_v5.1	608988	609360	+	373	548
KS17gene_1488a	Tb927_07_v5.1	1093180	1093286	+	107	95
KS17gene_3936a	Tb927_11_v5.1	2738702	2739283	+	582	1061
KS17gene_3938a	Tb927_11_v5.1	2740537	2740783	+	247	401
KS17gene_6832a	Tb927_09_v5.1	1353834	1354051	-	218	639
KS17gene_3946a	Tb927_11_v5.1	2756172	2756621	+	450	1926
KS17gene_108a	Tb927_01_v5.1	624161	624402	+	242	178
KS17gene_3947a	Tb927_11_v5.1	2757604	2758286	+	683	2368
KS17gene_302a	Tb927_02_v5.1	591003	591793	+	791	927
KS17gene_6298a	Tb927_08_v5.1	1342157	1346698	-	4542	21814
KS17gene_5462a	Tb927_05_v5.1	734755	735272	-	518	1894
KS17gene_1494a	Tb927_07_v5.1	1113820	1114395	+	576	593
KS17gene_3027a	Tb927_10_v5.1	2422262	2422936	+	675	5754
KS17gene_5460a	Tb927_05_v5.1	737340	737918	-	579	981
KS17gene_6828a	Tb927_09_v5.1	1360484	1360898	-	415	784
KS17gene_3031a	Tb927_10_v5.1	2427679	2428107	+	429	795
KS17gene_902a	Tb927_05_v5.1	748829	749248	+	420	432
KS17gene_3039a	Tb927_10_v5.1	2449921	2451133	+	1213	4306
KS17gene_3949a	Tb927_11_v5.1	2759801	2760505	+	705	1697
KS17gene_906a	Tb927_05_v5.1	773622	773809	+	188	330
KS17gene_6293a	Tb927_08_v5.1	1356796	1357025	-	230	352
KS17gene_3048a	Tb927_10_v5.1	2467890	2468569	+	680	3640
KS17gene_7326a	Tb927_10_v5.1	2510137	2511554	-	1418	1525
KS17gene_1150a	Tb927_06_v5.1	817349	817503	+	155	190
KS17gene_6827a	Tb927_09_v5.1	1361032	1361437	-	406	1592
